NLB Banka,1.5,4,Hristijan Todorovski Karposh 80,Skopje,,MK,http://www.nlb.mk/,+389 2 260 1666,Bank,"https://www.google.com/maps/place/NLB+Banka/@42.0210376,21.4494642,17z/data=!3m1!4b1!4m5!3m4!1s0x135415137b44dccd:0x3b7965a64e9c750c!8m2!3d42.0210466!4d21.4494676?hl=en"
NLB Banka,2.4,14,Vidoe Smilevski Bato 6,Skopje,,MK,http://www.nlb.mk/,+389 2 244 5991,Bank,"https://www.google.com/maps/place/NLB+Banka/@41.9815628,21.4722499,17z/data=!3m1!4b1!4m5!3m4!1s0x13543e1fd833a481:0x3d21e0a8dc7d32a9!8m2!3d41.9815773!4d21.472262?hl=en"
NLB Banka,1,2,3rd Macedonian Brigade Blvd 45,Skopje,,MK,http://www.nlb.mk/,+389 2 320 3193,Bank,"https://www.google.com/maps/place/NLB+Banka/@41.9950138,21.4308777,17z/data=!3m1!4b1!4m5!3m4!1s0x135415b459b7a687:0x496f31280c93370b!8m2!3d41.9950138!4d21.4308777?hl=en"
NLB Banka,1,1,Blvd. Saint Clement of Ohrid 30,Skopje,,MK,http://www.nlb.mk/,+389 2 511 2670,Bank,"https://www.google.com/maps/place/NLB+Banka/@41.9994922,21.4259741,17z/data=!3m1!4b1!4m5!3m4!1s0x1354144ce7051e61:0xed03704a417cf58e!8m2!3d41.9994902!4d21.4259785?hl=en"
NLB Banka,1,2,ul. Saraj bb,Skopje,,MK,http://nlb.mk/,+389 2 511 8470,Bank,"https://www.google.com/maps/place/NLB+Banka/@42.00378,21.331818,17z/data=!3m1!4b1!4m5!3m4!1s0x13541232d6824309:0x46802e2ae9ed763!8m2!3d42.00378!4d21.331818?hl=en"
NLB Banka,3.4,7,Jani Lukrovski Nr. 2,Skopje,,MK,http://www.nlb.mk/,+389 2 310 3452,Bank,"https://www.google.com/maps/place/NLB+Banka/@42.0014353,21.460814,17z/data=!3m1!4b1!4m5!3m4!1s0x1354159cf3441777:0x41ce35e80d8c62e6!8m2!3d42.0014353!4d21.460814?hl=en"
NLB Banka,2.9,14,Boulevard Jane Sandanski 26/9,Skopje,,MK,http://www.nlb.mk/,+389 2 240 3627,Bank,"https://www.google.com/maps/place/NLB+Banka/@41.9867902,21.4632688,17z/data=!3m1!4b1!4m5!3m4!1s0x135415929fe98533:0x4a8b52e4c952083b!8m2!3d41.9867714!4d21.4632497?hl=en"
NLB Banka,2.9,11,Blvd. Partizanski Odredi 43,Skopje,,MK,http://www.nlb.mk/,+389 2 324 8911,Bank,"https://www.google.com/maps/place/NLB+Banka/@41.9995899,21.4174647,17z/data=!3m1!4b1!4m5!3m4!1s0x1354144f3741d0db:0x563b7b260e76f76!8m2!3d41.99965!4d21.4174635?hl=en"
NLB,3.2,51,Mother Teresa 1,Skopje,,MK,http://www.nlb.mk/,+389 2 510 0555,Bank,"https://www.google.com/maps/place/NLB/@41.992881,21.4252123,17z/data=!3m1!4b1!4m5!3m4!1s0x135414357c8784eb:0x147cf8a517e35187!8m2!3d41.9928739!4d21.4252069?hl=en"
NLB Banka,1.8,5,Franklin Ruzvelt Nr. 1,Skopje,,MK,http://www.nlb.mk/,+389 2 308 9090,Bank,"https://www.google.com/maps/place/NLB+Banka/@41.993572,21.411074,17z/data=!3m1!4b1!4m5!3m4!1s0x13541438dc31af4f:0xb733198d0a81c83a!8m2!3d41.993572!4d21.411074?hl=en"
NLB Banka,2.3,3,3rd Macedonian Brigade Blvd,Skopje,,MK,http://www.nlb.mk/,+389 2 310 5673,Bank,"https://www.google.com/maps/place/NLB+Banka/@41.9866935,21.4428765,17z/data=!3m1!4b1!4m5!3m4!1s0x135415c6fa3efcd3:0xfadde89eb770e51a!8m2!3d41.9866935!4d21.4428765?hl=en"
NLB Banka,3.6,7,Sava Kovacevikj 43,Skopje,,MK,http://nlb.mk/,+389 2 511 2861,Bank,"https://www.google.com/maps/place/NLB+Banka/@41.9760295,21.4437245,17z/data=!3m1!4b1!4m5!3m4!1s0x135415dbc1146e87:0x8f53073f8c338968!8m2!3d41.9760295!4d21.4437245?hl=en"
